619.907	41.0978	645.853	35.4143
675.358	38.7268	708.258	35.9406
1154.44	60.7747	1171.26	53.3037
850.043	71.2165	866.078	76.8313
1135.93	75.7957	1152.23	72.2684
1023.12	77.2556	1004.35	76.9086
995.516	86.6127	1011.6	79.9567
1013.04	82.9314	994.077	91.4851
670.661	92.8816	651.77	90.0826
1111.65	97.7525	1137.03	94.267
1076.98	97.7639	1113.41	100.215
1096.93	134.343	1040.63	137.02
1058.08	139.315	1090.67	138.156
1223.1	141.68	1201.89	144.478
901.903	147.074	869.367	147.703
769.4	149.924	728.065	151.813
846.853	152.359	825.417	151.364
825.543	153.828	769.33	152.391
874.371	149.506	900.634	150.361
519.385	152.433	496.87	152.836
727.001	153.29	639.284	157.449
1107.06	151.386	1085.86	156.591
856.899	152.556	876.916	153.385
966.879	154.098	921.87	153.523
621.897	156.463	573.152	156.974
724.355	155.136	778.116	152.898
491.85	155.4	515.635	155.003
638.171	155.5	623.094	156.122
818.143	155.213	859.477	156.971
993.114	155.79	970.629	154.31
1098.28	158.727	1116.75	153.899
1116.93	154.784	1135.6	156.008
786.91	155.525	802.211	160.921
802.55	160.254	816.732	155.222
888.124	156.9	860.619	155.76
575.656	157.476	533.14	159.662
797.142	165.064	780.493	157.152
913.804	163.423	895.675	156.739
1035.63	157.916	1079.37	158.351
1080.17	167.002	1098.24	159.659
545.596	162.535	628.142	158.466
671.917	159.96	686.929	158.874
915.624	158.146	1005.62	160.898
328.097	163.413	305.581	162.997
393.191	162.098	373.082	162.583
480.625	161.818	394.377	162.241
638.134	159.513	545.702	165.55
638.078	164.591	676.897	165.051
1039.48	161.571	1024.25	163.341
1075.64	162.083	1045.56	164.912
134.331	166.11	101.758	163.179
160.514	166.366	139.181	163.173
281.863	162.742	248.144	163.761
305.682	164.067	281.827	163.195
518.121	163.006	484.364	164.001
598.049	167.425	639.285	165.818
956.878	165.567	914.372	163.171
33.1328	163.935	0.62379	164.25
91.8296	165.439	50.6013	163.681
218.125	164.376	168.119	164.672
908.107	166.072	869.319	164.511
1001.88	165.339	961.848	164.611
1023.14	163.489	1008.11	164.011
464.369	168.074	486.687	165.341
676.851	167.913	715.673	167.265
1053.02	167.463	1080.44	165.958
409.358	168.56	440.594	167.907
496.853	168.848	516.871	168.019
523.134	165.566	538.346	167.988
543.103	167.631	596.892	166.94
864.373	166.805	834.361	167.62
1013.11	168.08	1051.88	168.431
18.1218	167.608	63.1278	167.328
94.3582	167.661	113.129	166.982
283.124	168.195	309.388	168.663
313.118	167.815	328.139	167.467
869.432	167.465	916.89	168.879
918.129	168.358	946.879	168.479
959.36	167.902	995.621	168.415
1098.13	169.477	1115.63	168.135
1116.88	169.439	1178.12	169.018
1188.11	168.861	1215.63	169.37
81.8356	170.072	64.3354	171.319
261.857	172.537	234.383	173.388
313.073	172.261	279.295	174.282
458.122	174.653	411.865	174.207
551.862	174.085	533.094	174.938
1006.9	175.34	938.131	174.056
213.082	173.542	189.331	174.761
638.135	174.57	610.626	174.297
704.379	175.118	649.363	174.712
888.127	175.563	870.563	174.976
1048.12	174.28	1010.61	174.999
1239.39	173.815	1211.87	174.303
143.019	176.603	159.348	178.375
259.334	179.603	296.974	178.109
310.43	179.519	328.043	176.409
54.3489	178.709	81.8556	177.631
84.3625	177.606	108.127	178.013
166.855	178.472	213.145	179.06
215.68	177.675	239.381	180.578
408.153	179.281	456.911	179.811
524.613	182.952	545.927	178.242
617.989	180.905	634.484	179.893
954.274	179.673	1009.47	181.658
1032.21	177.298	1047.88	183.713
896.877	181.892	913.028	179.858
1008.1	181.709	1022.97	179.555
854.372	183.233	873.142	183.782
728.132	187.773	0.623345	184.777
1195.63	184.407	1213.12	184.052
803.123	189.637	746.866	189.127
405.622	192.636	19.3682	190.89
421.881	192.033	405.607	192.688
708.142	192.418	730.62	191.702
19.3931	194.97	36.9143	195.456
555.743	194.601	540.64	195.809
624.396	194.181	565.62	195.353
648.131	194.436	628.081	196.437
680.747	194.255	656.87	196.831
0.578076	195.898	19.4047	194.994
35.6571	195.539	163.138	196.606
164.342	196.992	235.644	197.9
278.2	199.74	344.481	196.648
344.392	198.061	405.648	198.834
699.502	195.559	684.408	197.18
764.383	198.9	708.129	197.907
834.304	195.736	784.341	198.83
836.851	195.77	853.121	195.423
988.131	195.226	930.625	194.359
1060.61	196.377	995.611	195.107
1091.8	195.227	1073.03	198.891
1125.65	195.759	1102.09	200.469
233.14	197.657	278.133	199.141
406.866	199.265	478.139	199.54
479.369	199.402	538.124	199.092
784.353	198.537	764.342	198.747
800.66	204.664	875.619	195.577
826.781	206.157	906.885	195.7
880.541	203.745	934.336	196.585
1155.76	196.23	1135.64	200.713
1180.62	195.596	1161.85	196.117
1196.92	195.901	1176.88	199.378
1239.32	195.251	1214.32	199.017
536.865	199.346	571.893	199.631
572.998	200.205	588.195	199.045
593.175	199.958	608.197	199.552
608.235	199.48	626.695	201.254
626.878	200.506	680.686	201.755
846.813	197.525	778.151	204.624
913.109	204.257	965.646	197.031
990.669	203.434	1035.64	196.998
1031.99	202.632	1064.5	197.694
1065.77	203.861	1101.83	196.652
1114.39	200.693	1136.94	197.311
876.841	197.826	803.2	206.278
908.111	198.009	841.951	206.236
938.183	198.58	878.194	206.169
946.915	204.658	991.89	198.232
1150.47	200.17	1171.89	198.266
1179.46	202.314	1203.09	197.939
690.637	201.91	714.373	201.684
791.844	201.52	819.349	199.08
970.567	198.951	928.183	204.798
1005.54	198.825	971.966	203.745
1035.67	199.727	1016.93	202.276
715.535	202.595	734.426	201.643
750.454	203.116	770.593	200.388
1173.16	202.048	1154.38	201.525
1210.63	201.564	1191.89	201.252
1189.33	204.228	1239.35	202.458
1098.1	204.081	1080.52	205.29
1133.14	202.954	1114.38	201.779
759.283	204.012	788.111	207.009
840.669	208.53	879.505	204.321
1053.15	203.937	1035.64	203.685
1161.87	205.259	1188.13	204.802
884.266	208.43	915.534	204.836
969.372	205.399	948.126	205.721
961.81	208.54	994.405	206.008
1011.88	204.788	993.123	204.621
1098.07	208.19	1128.12	206.684
798.245	210.12	825.636	205.691
921.882	207.375	960.641	207.758
995.579	207.19	1019.42	207.896
1239.4	206.836	1174.37	208.033
619.366	207.32	635.609	207.652
1024.32	212.143	1096.94	208.089
871.85	211.22	824.324	213.027
988.179	211.701	956.882	213.27
1135.62	213.213	1115.59	212.95
746.869	211.736	726.904	212.566
906.94	212.585	873.099	211.354
955.622	213.33	908.156	212.531
1115.62	212.953	1069.38	213.241
1159.39	210.274	1186.89	211.492
240.605	212.745	224.334	213.606
1076.92	216.251	1043.1	217.005
1186.87	213.08	1135.62	213.46
1219.37	211.973	1239.37	212.284
735.631	215.698	759.431	213.839
850.52	226.958	1001.78	213.311
1043.01	218.513	983.186	221.749
135.652	216.337	106.896	217.419
629.247	235.975	768.204	216.182
796.934	219.853	780.493	218.589
865.648	217.25	835.636	216.446
901.855	217.405	881.836	216.646
929.375	218.114	910.607	217.688
63.1587	218.855	43.1617	217.559
751.834	216.532	733.054	218.783
194.356	219.055	163.143	220.933
814.39	217.816	879.361	220.914
901.888	220.341	866.847	218.722
983.241	220.357	948.011	222.183
774.395	223.028	749.363	222.654
879.315	223.002	814.367	219.527
239.386	221.25	210.623	221.758
800.625	220.626	858.098	223.634
8.19239	223.831	29.3687	221.809
46.8395	223.044	66.8586	222.51
749.093	223.492	722.97	226.952
845.649	225.24	795.685	222.158
939.536	226.219	919.27	225.186
706.856	222.941	686.809	224.971
784.35	223.512	830.569	226.49
829.32	228.905	774.414	225.067
1183.32	228.895	1203.02	223.964
69.401	226.308	29.3638	227.831
722.089	227.381	706.859	229.242
1059.41	228.565	1079.39	227.06
760.629	226.807	809.351	229.77
704.046	248.412	848.145	227.012
975.625	229.259	949.377	229.297
19.439	228.676	0.508823	230.875
200.677	228.381	185.543	231.471
665.671	228.492	644.438	231.134
1239.42	228.603	1203.11	231.669
90.6034	230.321	105.616	229.254
606.891	230.185	591.872	230.491
698.813	230.856	611.738	244.765
868.099	230.267	851.843	231.435
804.399	230.817	770.718	235.108
1201.57	235.189	1239.45	231.317
930.728	234.243	910.669	236.1
1023.1	234.588	1006.89	232.933
1181.76	233.78	1127.02	243.931
175.621	234.56	208.132	235.35
768.046	235.167	657.87	254.145
613.055	236.563	596.782	240.21
1124.32	238.963	1141.85	236.705
225.581	237.442	170.646	240.95
583.028	245.091	622.075	237.97
163.134	241.807	144.228	239.189
266.898	240.283	246.821	238.926
1126.54	247.814	1168.26	238.736
69.3998	240.009	35.6038	241.333
55.6784	244.075	70.7012	243.23
1183.4	247.697	1198.41	242.754
21.9773	243.625	36.8708	245.656
230.641	244.93	206.875	244.392
1126.83	244.232	1096.94	253.329
564.379	248.392	580.605	248.129
1095.64	258.185	1126.16	248.399
480.473	267.445	565.156	248.526
581.455	274.961	703.147	248.225
1182.26	270.779	1184.3	249.132
1200.26	249.362	1199.6	268.133
61.8897	252.134	85.6341	250.785
958.122	251.221	974.378	251.14
1099.9	251.852	1070.19	264.608
583.084	253.131	563.146	253.781
657.227	254.679	596.924	268.342
554.634	257.201	530.708	261.129
1071.22	270.592	1096.86	258.036
244.383	261.237	224.37	260.971
20.5558	264.866	0.599315	262.057
830.136	262.451	817.783	271.403
517.284	266.061	496.64	268.934
239.315	267.222	255.659	266.132
478.275	264.993	455.882	270.434
1069.58	264.657	1049.18	279.566
61.8245	268.228	84.3359	267.237
423.227	282.277	479.65	267.96
592.229	269.355	525.724	288.471
1050.87	292.112	1072.13	269.744
365.608	274.496	348.097	272.081
479.855	273.52	455.616	280.593
291.813	276.329	320.615	273.035
511.24	297.344	580.637	275.663
428.029	277.773	411.64	282.268
26.8885	282.203	65.6244	280.611
1048.13	279.378	1039.16	298.693
409.722	283.305	385.575	289.17
385.609	293.068	422.968	282.567
160.642	287.162	175.664	286.285
350.593	287.443	366.865	286.668
436.458	286.98	413.196	291.033
1198.07	288.842	1213.05	287.356
381.882	289.401	353.199	297.149
323.214	289.85	300.795	294.034
520.993	290.439	491.838	300.519
284.632	321.535	385.917	292.91
407.493	293.283	393.544	301.349
81.9219	295.995	100.531	293.636
320.576	296.994	341.84	296.068
491.463	300.783	433.844	322.53
419.672	332.66	510.661	298.219
1223.2	301.31	1206.74	299.205
350.617	299.316	334.493	301.497
68.1699	300.841	48.2519	304.985
334.314	301.74	319.527	308.46
254.429	303.387	231.868	304.192
994.487	307.795	976.892	301.824
86.8789	310.647	103.278	307.738
50.6044	311.685	83.1289	308.161
319.213	308.471	290.706	313.576
355.405	311.7	327.792	315.972
1039.37	313.967	1067.6	355.978
15.5357	313.837	0.534486	316.33
91.9112	314.685	59.56	318.46
323.872	317.715	292.599	328.9
1068.78	340.154	1051.49	313.809
263.105	321.814	228.181	333.297
250.71	329.742	284.386	321.923
41.8811	324.5	23.1147	325.413
432.206	323.407	339.812	361.679
65.573	327.272	86.8718	326.745
24.6185	327.618	9.59348	332.542
114.222	336.498	129.708	330.191
291.562	330.531	260.538	337.752
72.9939	331.228	51.8526	335.515
225.609	335.538	203.174	339.641
393.018	344.12	413.585	335.467
94.382	337.186	111.873	336.792
210.624	344.369	235.53	337.767
1196.61	338.007	1216.96	342.777
121.997	341.595	106.921	343.49
1080.77	354.137	1067.13	339.246
205.654	340.737	161.964	352.215
168.089	342.9	149.22	345.902
325.614	374.35	392.783	344.847
1131.85	358.166	1111.8	345.751
158.979	360.612	187.652	351.618
230.886	350.374	212.111	355.278
24.3792	353.154	39.4259	350.977
1217.96	352.147	1235.79	362.844
1060.54	354.894	1075.75	357.373
91.8649	358.034	110.662	355.958
153.569	357.629	135.832	361.558
192.486	358.288	175.012	365.848
206.784	359.134	188.98	365.822
37.1085	362.086	6.88181	366.918
339.71	362.252	310.774	374.721
1160.32	361.133	1174.8	369.919
107.134	375.417	148.029	365.239
1100	373.881	1086.78	362.974
124.554	364.92	92.6209	375.398
188.885	369.486	202.758	363.521
1076.24	364.965	1087.33	375.232
